1441371835.62,bbbb::12:4b00:60d:8031,0,37,37,-37,242
1441371835.62,bbbb::12:4b00:60d:8031,1,33,33,-37,242
1441371835.62,bbbb::12:4b00:60d:8031,2,35,34,-37,241
1441371835.62,bbbb::12:4b00:60d:8031,3,35,35,-37,241
1441371835.62,bbbb::12:4b00:60d:8031,4,35,35,-37,241
1441371835.62,bbbb::12:4b00:60d:8031,5,33,33,-37,241
1441371835.62,bbbb::12:4b00:60d:8031,6,33,33,-37,241
1441371835.62,bbbb::12:4b00:60d:8031,7,32,32,-37,241
1441371837.65,bbbb::12:4b00:60d:8031,8,39,39,-37,242
1441371837.65,bbbb::12:4b00:60d:8031,9,41,41,-37,241
1441371837.65,bbbb::12:4b00:60d:8031,10,40,40,-37,241
1441371837.65,bbbb::12:4b00:60d:8031,11,39,39,-37,241
1441371837.65,bbbb::12:4b00:60d:8031,12,41,41,-37,241
1441371837.65,bbbb::12:4b00:60d:8031,13,40,40,-38,241
1441371837.65,bbbb::12:4b00:60d:8031,14,40,40,-39,241
1441371837.65,bbbb::12:4b00:60d:8031,15,40,40,-41,241
1441371839.68,bbbb::12:4b00:60d:8031,0,48,48,-37,242
1441371839.68,bbbb::12:4b00:60d:8031,1,44,44,-37,242
1441371839.68,bbbb::12:4b00:60d:8031,2,46,45,-37,241
1441371839.68,bbbb::12:4b00:60d:8031,3,47,47,-37,242
1441371839.68,bbbb::12:4b00:60d:8031,4,46,46,-37,242
1441371839.68,bbbb::12:4b00:60d:8031,5,44,44,-37,242
1441371839.68,bbbb::12:4b00:60d:8031,6,44,44,-37,242
1441371839.68,bbbb::12:4b00:60d:8031,7,44,44,-37,242
1441371841.7,bbbb::12:4b00:60d:8031,8,50,50,-37,241
1441371841.7,bbbb::12:4b00:60d:8031,9,51,51,-37,242
1441371841.7,bbbb::12:4b00:60d:8031,10,50,50,-37,240
1441371841.7,bbbb::12:4b00:60d:8031,11,50,50,-37,242
1441371841.7,bbbb::12:4b00:60d:8031,12,53,53,-37,242
1441371841.7,bbbb::12:4b00:60d:8031,13,51,51,-38,242
1441371841.7,bbbb::12:4b00:60d:8031,14,51,51,-39,241
