1441373792.54,bbbb::12:4b00:60d:8031,0,15,5,-67,234
1441373792.54,bbbb::12:4b00:60d:8031,1,16,13,-65,221
1441373792.54,bbbb::12:4b00:60d:8031,2,14,9,-65,232
1441373792.54,bbbb::12:4b00:60d:8031,3,14,12,-62,227
1441373792.54,bbbb::12:4b00:60d:8031,4,17,16,-63,238
1441373792.54,bbbb::12:4b00:60d:8031,5,15,15,-69,238
1441373792.54,bbbb::12:4b00:60d:8031,6,16,16,-76,241
1441373792.54,bbbb::12:4b00:60d:8031,7,20,19,-69,236
1441373794.56,bbbb::12:4b00:60d:8031,8,17,16,-67,240
1441373794.56,bbbb::12:4b00:60d:8031,9,19,17,-64,235
1441373794.56,bbbb::12:4b00:60d:8031,10,17,17,-62,229
1441373794.56,bbbb::12:4b00:60d:8031,11,19,17,-61,234
1441373794.56,bbbb::12:4b00:60d:8031,12,20,18,-60,236
1441373794.56,bbbb::12:4b00:60d:8031,13,23,22,-61,238
1441373794.56,bbbb::12:4b00:60d:8031,14,17,17,-59,235
1441373794.56,bbbb::12:4b00:60d:8031,15,16,16,-60,237
1441373796.59,bbbb::12:4b00:60d:8031,0,21,11,-64,236
1441373796.59,bbbb::12:4b00:60d:8031,1,22,19,-63,216
1441373796.59,bbbb::12:4b00:60d:8031,2,19,13,-62,236
1441373796.59,bbbb::12:4b00:60d:8031,3,20,18,-59,236
1441373796.59,bbbb::12:4b00:60d:8031,4,22,21,-61,237
1441373796.59,bbbb::12:4b00:60d:8031,5,22,22,-64,238
1441373796.59,bbbb::12:4b00:60d:8031,6,22,21,-68,237
1441373796.59,bbbb::12:4b00:60d:8031,7,26,24,-65,239
1441373798.54,bbbb::12:4b00:60d:8031,8,23,22,-63,240
1441373798.54,bbbb::12:4b00:60d:8031,9,24,22,-63,237
1441373798.54,bbbb::12:4b00:60d:8031,10,23,23,-61,242
1441373798.54,bbbb::12:4b00:60d:8031,11,25,23,-60,238
1441373798.54,bbbb::12:4b00:60d:8031,12,25,23,-58,234
1441373798.54,bbbb::12:4b00:60d:8031,13,27,26,-57,239
1441373798.54,bbbb::12:4b00:60d:8031,14,23,23,-58,240
1441373798.54,bbbb::12:4b00:60d:8031,15,22,22,-59,240
1441373800.56,bbbb::12:4b00:60d:8031,0,26,15,-56,236
1441373800.56,bbbb::12:4b00:60d:8031,1,27,24,-56,242
1441373800.56,bbbb::12:4b00:60d:8031,2,25,18,-58,239
1441373800.56,bbbb::12:4b00:60d:8031,3,27,25,-57,236
1441373800.56,bbbb::12:4b00:60d:8031,4,27,26,-56,237
1441373800.56,bbbb::12:4b00:60d:8031,5,28,28,-57,238
1441373800.56,bbbb::12:4b00:60d:8031,6,28,27,-59,236
1441373800.56,bbbb::12:4b00:60d:8031,7,30,28,-65,239
1441373802.59,bbbb::12:4b00:60d:8031,8,29,28,-63,238
1441373802.59,bbbb::12:4b00:60d:8031,9,30,28,-61,238
1441373802.59,bbbb::12:4b00:60d:8031,10,29,29,-61,236
1441373802.59,bbbb::12:4b00:60d:8031,11,31,29,-58,236
1441373802.59,bbbb::12:4b00:60d:8031,12,31,29,-58,240
1441373802.59,bbbb::12:4b00:60d:8031,13,33,32,-57,236
1441373802.59,bbbb::12:4b00:60d:8031,14,29,29,-58,236
1441373802.59,bbbb::12:4b00:60d:8031,15,28,28,-59,231
1441373804.61,bbbb::12:4b00:60d:8031,0,32,21,-62,215
1441373804.61,bbbb::12:4b00:60d:8031,1,32,29,-61,242
1441373804.61,bbbb::12:4b00:60d:8031,2,31,24,-59,219
1441373804.61,bbbb::12:4b00:60d:8031,3,33,31,-58,227
1441373804.61,bbbb::12:4b00:60d:8031,4,33,32,-57,238
1441373804.61,bbbb::12:4b00:60d:8031,5,33,33,-60,242
1441373804.61,bbbb::12:4b00:60d:8031,6,32,31,-68,239
1441373804.61,bbbb::12:4b00:60d:8031,7,36,34,-64,236
1441373806.58,bbbb::12:4b00:60d:8031,8,33,32,-60,236
1441373806.58,bbbb::12:4b00:60d:8031,9,35,33,-61,237
1441373806.58,bbbb::12:4b00:60d:8031,10,34,34,-60,237
1441373806.58,bbbb::12:4b00:60d:8031,11,36,34,-59,234
1441373806.58,bbbb::12:4b00:60d:8031,12,37,35,-59,238
1441373806.58,bbbb::12:4b00:60d:8031,13,39,38,-60,238
1441373806.58,bbbb::12:4b00:60d:8031,14,34,34,-59,239
1441373806.58,bbbb::12:4b00:60d:8031,15,34,34,-59,238
1441373808.61,bbbb::12:4b00:60d:8031,0,38,25,-70,220
1441373808.61,bbbb::12:4b00:60d:8031,1,38,33,-64,233
1441373808.61,bbbb::12:4b00:60d:8031,2,37,30,-61,210
1441373808.61,bbbb::12:4b00:60d:8031,3,38,35,-61,191
1441373808.61,bbbb::12:4b00:60d:8031,4,38,37,-61,239
1441373808.61,bbbb::12:4b00:60d:8031,5,39,39,-65,240
1441373808.61,bbbb::12:4b00:60d:8031,6,38,36,-68,242
1441373808.61,bbbb::12:4b00:60d:8031,7,42,39,-65,237
1441373810.63,bbbb::12:4b00:60d:8031,8,39,38,-70,238
1441373810.63,bbbb::12:4b00:60d:8031,9,41,39,-71,240
1441373810.63,bbbb::12:4b00:60d:8031,10,39,39,-68,237
1441373810.63,bbbb::12:4b00:60d:8031,11,42,40,-63,240
1441373810.63,bbbb::12:4b00:60d:8031,12,43,41,-62,236
